"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Variation %"
"28/10/2019","19,80","20,05","20,05","19,80","0,00%"
"25/10/2019","19,80","20,05","20,05","19,80","0,00%"
"24/10/2019","19,80","20,05","20,05","19,80","0,00%"
"23/10/2019","19,80","20,05","20,05","19,80","-0,65%"
"22/10/2019","19,93","20,05","20,05","19,93","0,05%"
"21/10/2019","19,92","20,04","20,04","19,92","0,00%"
"18/10/2019","19,92","20,05","20,05","19,92","0,00%"
"17/10/2019","19,92","20,05","20,05","19,92","-0,05%"
"16/10/2019","19,93","20,05","20,05","19,93","0,05%"
"15/10/2019","19,92","20,05","20,05","19,92","0,00%"
"14/10/2019","19,92","20,05","20,05","19,92","-0,60%"
"11/10/2019","20,04","20,05","20,05","20,04","-2,43%"
"10/10/2019","20,54","20,05","20,54","20,05","0,00%"
"09/10/2019","20,54","20,05","20,54","20,05","0,00%"
"08/10/2019","20,54","20,05","20,54","20,05","0,00%"
"07/10/2019","20,54","20,05","20,54","20,05","0,00%"
"04/10/2019","20,54","20,05","20,54","20,05","-0,05%"
"03/10/2019","20,55","20,05","20,55","20,05","2,49%"
"02/10/2019","20,05","20,05","20,05","20,05","-2,39%"
"01/10/2019","20,54","20,05","20,54","20,05","0,00%"
"30/09/2019","20,54","20,04","20,54","20,04","0,00%"
"27/09/2019","20,54","20,05","20,54","20,05","-0,05%"
"26/09/2019","20,55","20,05","20,55","20,05","-1,11%"
"25/09/2019","20,78","20,05","20,78","20,05","-0,10%"
"24/09/2019","20,80","20,05","20,80","20,05","0,05%"
"23/09/2019","20,79","22,53","22,53","20,79","-5,63%"
"20/09/2019","22,03","22,53","22,53","22,03","9,88%"
"19/09/2019","20,05","20,04","20,05","20,04","2,56%"
"18/09/2019","19,55","20,04","20,04","19,55","0,00%"
"17/09/2019","19,55","20,05","20,05","19,55","-0,05%"
"16/09/2019","19,56","20,05","20,05","19,56","-2,44%"
"13/09/2019","20,05","21,04","21,04","20,05","0,00%"
"12/09/2019","20,05","21,03","21,03","20,05","-2,39%"
"11/09/2019","20,54","21,04","21,04","20,54","-1,20%"
"10/09/2019","20,79","21,04","21,04","20,79","-1,14%"
"09/09/2019","21,03","21,04","21,04","21,03","-1,17%"
"06/09/2019","21,28","21,03","21,28","21,03","0,00%"
"05/09/2019","21,28","22,03","22,03","21,28","-2,30%"
"04/09/2019","21,78","22,03","22,03","21,78","0,00%"
"03/09/2019","21,78","22,03","22,03","21,78","0,00%"
"02/09/2019","21,78","22,03","22,03","21,78","0,00%"
"30/08/2019","21,78","22,03","22,03","21,78","0,05%"
"29/08/2019","21,77","22,03","22,03","21,77","-0,05%"
"28/08/2019","21,78","22,03","22,03","21,78","0,00%"
"27/08/2019","21,78","22,03","22,03","21,78","0,05%"
"26/08/2019","21,77","22,03","22,03","21,77","-0,05%"
"23/08/2019","21,78","22,02","22,02","21,78","-1,09%"
"22/08/2019","22,02","23,02","23,02","22,02","-2,22%"
"21/08/2019","22,52","23,01","23,01","22,52","-2,17%"
"20/08/2019","23,02","24,00","24,00","23,02","0,04%"
"19/08/2019","23,01","24,00","24,00","23,01","-3,16%"
"16/08/2019","23,76","24,00","24,00","23,76","0,00%"
"15/08/2019","23,76","24,01","24,01","23,76","0,00%"
"14/08/2019","23,76","24,01","24,01","23,76","0,00%"
"13/08/2019","23,76","24,01","24,01","23,76","0,00%"
"12/08/2019","23,76","22,03","23,76","22,03","7,90%"
"09/08/2019","22,02","22,03","22,03","22,02","1,10%"
"08/08/2019","21,78","21,78","21,78","21,78","2,35%"
"07/08/2019","21,28","20,05","21,28","20,05","4,88%"
"06/08/2019","20,29","20,05","20,29","20,05","1,20%"
"05/08/2019","20,05","20,05","20,05","20,05","0,05%"
"02/08/2019","20,04","20,05","20,05","20,04","-0,05%"
"01/08/2019","20,05","20,04","20,05","20,04","0,05%"
"31/07/2019","20,04","20,04","20,04","20,04","0,00%"
"30/07/2019","20,04","20,05","20,05","20,04","1,21%"
"29/07/2019","19,80","20,05","20,05","19,80","0,05%"
"26/07/2019","19,79","20,05","20,05","19,79","0,00%"
"25/07/2019","19,79","20,05","20,05","19,79","-1,25%"
"24/07/2019","20,04","22,03","22,03","20,04","-6,92%"
"23/07/2019","21,53","22,03","22,03","21,53","-2,27%"
"22/07/2019","22,03","22,03","22,03","22,03","0,05%"
"19/07/2019","22,02","22,03","22,03","22,02","-1,12%"
"18/07/2019","22,27","22,03","22,27","22,03","0,00%"
"17/07/2019","22,27","22,03","22,27","22,03","0,00%"
"16/07/2019","22,27","22,03","22,27","22,03","0,00%"
"15/07/2019","22,27","22,03","22,27","22,03","0,00%"
"12/07/2019","22,27","22,02","22,27","22,02","0,00%"
"11/07/2019","22,27","23,02","23,02","22,27","-2,20%"
"10/07/2019","22,77","23,02","23,02","22,77","0,00%"
"09/07/2019","22,77","23,02","23,02","22,77","0,04%"
"08/07/2019","22,76","23,02","23,02","22,76","0,00%"
"05/07/2019","22,76","23,02","23,02","22,76","-3,19%"
"04/07/2019","23,51","23,02","23,51","23,02","0,00%"
"03/07/2019","23,51","25,00","25,00","23,51","-5,01%"
"02/07/2019","24,75","25,24","25,24","24,75","0,00%"
"01/07/2019","24,75","25,24","25,24","24,75","0,00%"
"28/06/2019","24,75","25,24","25,24","24,75","-1,94%"
"27/06/2019","25,24","25,98","25,98","25,24","0,00%"
"26/06/2019","25,24","25,99","25,99","25,24","0,00%"
"25/06/2019","25,24","25,98","25,98","25,24","-0,98%"
"24/06/2019","25,49","25,98","25,98","25,49","0,00%"
"21/06/2019","25,49","25,99","25,99","25,49","0,00%"
"20/06/2019","25,49","25,98","25,98","25,49","-1,89%"
"19/06/2019","25,98","26,97","26,97","25,98","0,00%"
"18/06/2019","25,98","26,97","26,97","25,98","-1,89%"
"17/06/2019","26,48","28,95","28,95","26,48","-1,85%"
"14/06/2019","26,98","28,95","28,95","26,98","-3,51%"
"13/06/2019","27,96","29,94","29,94","27,96","-3,42%"
"12/06/2019","28,95","29,94","29,94","28,95","0,00%"
"11/06/2019","28,95","29,94","29,94","28,95","0,00%"
"10/06/2019","28,95","29,94","29,94","28,95","-0,86%"
"07/06/2019","29,20","29,94","29,94","29,20","-1,68%"
"06/06/2019","29,70","29,94","29,94","29,70","0,03%"
"05/06/2019","29,69","29,94","29,94","29,69","-1,69%"
"04/06/2019","30,20","29,94","30,20","29,94","0,03%"
"03/06/2019","30,19","29,94","30,19","29,94","0,00%"
"31/05/2019","30,19","29,93","30,19","29,93","0,00%"
"30/05/2019","30,19","28,95","30,19","28,95","0,00%"
"29/05/2019","30,19","29,94","30,19","29,94","0,00%"
"28/05/2019","30,19","28,95","30,19","28,95","2,51%"
"27/05/2019","29,45","28,95","29,45","28,95","0,00%"
"24/05/2019","29,45","28,95","29,45","28,95","0,03%"
"23/05/2019","29,44","27,96","29,44","27,96","2,58%"
"22/05/2019","28,70","27,96","28,70","27,96","-0,03%"
"21/05/2019","28,71","27,96","28,71","27,96","0,00%"
"20/05/2019","28,71","27,96","28,71","27,96","0,88%"
"17/05/2019","28,46","28,46","28,46","28,46","0,00%"
"16/05/2019","28,46","28,95","28,95","28,95","-0,84%"
"15/05/2019","28,70","27,96","28,70","27,96","0,84%"
"14/05/2019","28,46","27,96","28,46","27,96","0,04%"
"13/05/2019","28,45","27,96","28,45","27,96","0,85%"
"10/05/2019","28,21","27,96","28,21","27,96","0,00%"
"09/05/2019","28,21","27,96","28,21","27,96","0,89%"
"08/05/2019","27,96","27,96","27,96","27,96","0,90%"
"07/05/2019","27,71","27,96","27,96","27,71","0,87%"
"06/05/2019","27,47","27,96","27,96","27,47","0,00%"
"03/05/2019","27,47","27,96","27,96","27,47","-0,87%"
"02/05/2019","27,71","27,96","27,96","27,71","-1,77%"
"01/05/2019","28,21","27,96","28,21","27,96","0,00%"
"30/04/2019","28,21","27,96","28,21","27,96","1,47%"
"29/04/2019","27,80","28,95","28,95","27,80","-2,73%"
"26/04/2019","28,58","28,95","28,95","28,58","0,00%"
"25/04/2019","28,58","27,96","28,58","27,96","1,35%"
"24/04/2019","28,20","27,96","28,20","27,96","1,08%"
"23/04/2019","27,90","27,96","27,96","27,90","0,36%"
"22/04/2019","27,80","27,96","27,96","27,80","0,00%"
"19/04/2019","27,80","27,96","27,96","27,80","0,00%"
"18/04/2019","27,80","27,96","27,96","27,80","0,62%"
"17/04/2019","27,63","27,96","27,96","27,63","-0,50%"
"16/04/2019","27,77","27,96","27,96","27,77","-0,11%"
"15/04/2019","27,80","27,96","27,96","27,80","-0,57%"
"12/04/2019","27,96","27,96","27,96","27,96","0,00%"
"11/04/2019","27,96","28,95","28,95","27,96","-2,03%"
"10/04/2019","28,54","29,94","29,94","28,54","-2,73%"
"09/04/2019","29,34","29,94","29,94","29,34","-0,34%"
"08/04/2019","29,44","29,94","29,94","29,44","1,13%"
"05/04/2019","29,11","29,94","29,94","29,11","-1,12%"
"04/04/2019","29,44","29,94","29,94","29,44","-0,51%"
"03/04/2019","29,59","29,94","29,94","29,59","-0,34%"
"02/04/2019","29,69","30,92","30,92","29,69","-1,66%"
"01/04/2019","30,19","30,93","30,93","30,19","-0,20%"
"29/03/2019","30,25","30,93","30,93","30,25","-0,62%"
"28/03/2019","30,44","30,92","30,92","30,44","0,30%"
"27/03/2019","30,35","30,93","30,93","30,35","0,26%"
"26/03/2019","30,27","32,56","32,56","30,27","-3,14%"
"25/03/2019","31,25","32,56","32,56","31,25","0,03%"
"22/03/2019","31,24","32,56","32,56","31,24","2,39%"
"21/03/2019","30,51","32,56","32,56","30,51","-0,16%"
"20/03/2019","30,56","32,56","32,56","30,56","9,30%"
"19/03/2019","27,96","29,94","29,94","27,96","-2,95%"
"18/03/2019","28,81","29,94","29,94","28,81","-1,54%"
"15/03/2019","29,26","29,94","29,94","29,26","0,83%"
"14/03/2019","29,02","29,94","29,94","29,02","-2,62%"
"13/03/2019","29,80","29,94","29,94","29,80","-0,47%"
"12/03/2019","29,94","29,94","29,94","29,94","-0,03%"
"11/03/2019","29,95","31,92","31,92","29,95","-3,45%"
"08/03/2019","31,02","31,92","31,92","31,02","0,00%"
"07/03/2019","31,02","34,89","34,89","31,02","-0,51%"
"06/03/2019","31,18","31,92","31,92","31,18","-1,02%"
"05/03/2019","31,50","31,92","31,92","31,50","0,03%"
"04/03/2019","31,49","31,92","31,92","31,49","-1,10%"
"01/03/2019","31,84","31,92","31,92","31,84","-0,72%"
"28/02/2019","32,07","34,89","34,89","32,07","-7,02%"
"27/02/2019","34,49","34,89","34,89","34,49","-0,61%"
"26/02/2019","34,70","34,88","34,88","34,70","-0,06%"
"25/02/2019","34,72","34,88","35,13","34,88","-1,17%"
"22/02/2019","35,13","34,88","35,13","34,88","-0,03%"
"21/02/2019","35,14","34,88","35,14","34,88","-0,23%"
"20/02/2019","35,22","34,88","35,22","34,88","-1,57%"
"19/02/2019","35,78","34,88","35,78","34,88","-0,03%"
"18/02/2019","35,79","34,88","35,79","34,88","0,00%"
"15/02/2019","35,79","34,88","35,79","34,88","0,25%"
"14/02/2019","35,70","34,88","35,70","34,88","0,90%"
"13/02/2019","35,38","34,88","35,38","34,88","0,00%"
"12/02/2019","35,38","34,88","35,38","34,88","-1,12%"
"11/02/2019","35,78","34,88","35,78","34,88","-0,25%"
"08/02/2019","35,87","34,87","35,87","34,87","0,25%"
"07/02/2019","35,78","34,87","35,78","34,87","0,45%"
"06/02/2019","35,62","34,87","35,62","34,87","-0,45%"
"05/02/2019","35,78","35,86","35,86","35,78","-2,05%"
"04/02/2019","36,53","35,86","36,53","35,86","0,44%"
"01/02/2019","36,37","35,86","36,37","35,86","0,72%"
"31/01/2019","36,11","36,85","36,85","36,11","-1,79%"
"30/01/2019","36,77","36,85","36,85","36,77","0,03%"
"29/01/2019","36,76","38,81","38,81","36,76","-0,11%"
"28/01/2019","36,80","36,85","36,85","36,80","-0,38%"
"25/01/2019","36,94","36,85","36,94","36,85","0,24%"
"24/01/2019","36,85","38,82","38,82","36,85","-3,66%"
"23/01/2019","38,25","38,82","38,82","38,25","0,26%"
"22/01/2019","38,15","38,81","38,81","38,15","0,63%"
"21/01/2019","37,91","38,81","38,81","37,91","-0,66%"
"18/01/2019","38,16","38,82","38,82","38,16","-0,63%"
"17/01/2019","38,40","38,81","38,81","38,40","0,52%"
"16/01/2019","38,20","38,82","38,82","38,20","-2,08%"
"15/01/2019","39,01","38,82","39,01","38,82","-0,31%"
"14/01/2019","39,13","39,81","39,81","39,13","-0,58%"
"11/01/2019","39,36","39,80","39,80","39,36","-0,93%"
"10/01/2019","39,73","39,80","39,80","39,73","0,05%"
"09/01/2019","39,71","39,81","39,81","39,71","-0,15%"
"08/01/2019","39,77","39,80","39,80","39,77","0,10%"
"07/01/2019","39,73","39,81","39,81","39,73","1,35%"
"04/01/2019","39,20","39,81","39,81","39,20","-0,86%"
"03/01/2019","39,54","38,81","39,54","38,81","1,20%"
"02/01/2019","39,07","36,65","39,07","36,65","4,44%"
"01/01/2019","37,41","36,65","37,41","36,65","0,00%"
"31/12/2018","37,41","36,65","37,41","36,65","0,03%"
"28/12/2018","37,40","36,65","37,40","36,65","0,00%"
"27/12/2018","37,40","36,64","37,40","36,64","-0,03%"
"26/12/2018","37,41","36,64","37,41","36,64","0,00%"
"25/12/2018","37,41","36,65","37,41","36,65","0,03%"
"24/12/2018","37,40","32,90","37,40","32,90","0,00%"
"21/12/2018","37,40","32,90","37,40","32,90","1,27%"
"20/12/2018","36,93","32,89","36,93","32,89","0,54%"
"19/12/2018","36,73","32,90","36,73","32,90","-0,57%"
"18/12/2018","36,94","32,90","36,94","32,90","0,44%"
"17/12/2018","36,78","32,90","36,78","32,90","0,16%"
"14/12/2018","36,72","32,89","36,72","32,89","0,60%"
"13/12/2018","36,50","32,90","36,50","32,90","-0,84%"
"12/12/2018","36,81","32,90","36,81","32,90","3,34%"
"11/12/2018","35,62","32,89","35,62","32,89","0,96%"
"10/12/2018","35,28","32,89","35,28","32,89","1,94%"
"07/12/2018","34,61","32,90","34,61","32,90","0,32%"
"06/12/2018","34,50","32,89","34,50","32,89","2,56%"
"05/12/2018","33,64","32,90","33,64","32,90","1,51%"
"04/12/2018","33,14","32,90","33,14","32,90","-0,03%"
"03/12/2018","33,15","32,89","32,89","32,89","0,03%"
"30/11/2018","33,14","32,89","33,14","32,89","0,00%"
"29/11/2018","33,14","32,89","33,14","32,89","0,00%"
"28/11/2018","33,14","32,89","33,14","32,89","0,00%"
"27/11/2018","33,14","32,89","33,14","32,89","1,35%"
"26/11/2018","32,70","34,86","34,86","32,70","-3,11%"
"23/11/2018","33,75","34,87","34,87","33,75","-0,38%"
"22/11/2018","33,88","34,86","34,86","33,88","0,36%"
"21/11/2018","33,76","34,87","34,87","33,76","-0,50%"
"20/11/2018","33,93","31,41","33,93","30,92","8,02%"
"19/11/2018","31,41","31,41","31,41","31,41","1,19%"
"16/11/2018","31,04","30,92","31,04","30,92","0,39%"
"15/11/2018","30,92","29,93","30,92","29,93","1,95%"
"14/11/2018","30,33","29,93","30,33","29,93","0,93%"
"13/11/2018","30,05","29,93","30,05","29,93","0,40%"
"12/11/2018","29,93","29,93","29,93","29,93","0,67%"
"09/11/2018","29,73","29,93","29,93","29,73","-0,03%"
"08/11/2018","29,74","29,93","29,93","29,74","0,85%"
"07/11/2018","29,49","29,93","29,93","29,49","-0,87%"
"06/11/2018","29,75","29,93","29,93","29,75","1,05%"
"05/11/2018","29,44","29,93","29,93","29,44","-0,27%"
"02/11/2018","29,52","29,93","29,93","29,52","-0,81%"
"01/11/2018","29,76","29,93","29,93","29,76","0,27%"
"31/10/2018","29,68","29,93","29,93","29,68","-0,84%"
"30/10/2018","29,93","29,93","29,93","29,93","1,49%"
"29/10/2018","29,49","29,93","29,93","29,49","-0,47%"
"26/10/2018","29,63","29,92","29,92","29,63","-0,03%"
"25/10/2018","29,64","29,93","29,93","29,64","0,03%"
"24/10/2018","29,63","29,93","29,93","29,63","-0,57%"
"23/10/2018","29,80","29,93","29,93","29,80","0,40%"
"22/10/2018","29,68","29,93","29,93","29,68","-0,84%"
"19/10/2018","29,93","29,93","29,93","29,93","0,81%"
"18/10/2018","29,69","27,96","29,69","27,96","4,80%"
"17/10/2018","28,33","27,96","28,33","27,96","0,00%"
"16/10/2018","28,33","27,96","28,33","27,96","-1,29%"
"15/10/2018","28,70","27,96","28,70","27,96","0,00%"
"12/10/2018","28,70","27,96","28,70","27,96","0,88%"
"11/10/2018","28,45","27,96","28,45","27,96","-0,87%"
"10/10/2018","28,70","27,96","28,70","27,96","0,88%"
"09/10/2018","28,45","27,96","28,45","27,96","-0,04%"
"08/10/2018","28,46","27,96","28,46","27,96","0,89%"
"05/10/2018","28,21","27,96","28,21","27,96","0,00%"
"04/10/2018","28,21","27,96","28,21","27,96","1,77%"
"03/10/2018","27,72","25,00","27,72","25,00","8,75%"
"02/10/2018","25,49","25,00","25,49","25,00","0,00%"
"01/10/2018","25,49","25,00","25,49","25,00","0,00%"
"28/09/2018","25,49","25,00","25,49","25,00","2,00%"
"27/09/2018","24,99","25,00","25,00","24,99","0,97%"
"26/09/2018","24,75","25,00","25,00","24,75","-0,96%"
"25/09/2018","24,99","25,00","25,00","24,99","0,00%"
"24/09/2018","24,99","25,00","25,00","24,99","0,00%"
"21/09/2018","24,99","25,00","25,00","24,99","0,00%"
"20/09/2018","24,99","27,47","27,47","24,99","2,00%"
"19/09/2018","24,50","25,00","25,00","24,50","0,00%"
"18/09/2018","24,50","25,00","25,00","24,50","0,00%"
"17/09/2018","24,50","25,00","25,00","24,50","0,00%"
"14/09/2018","24,50","26,97","26,97","24,50","-3,88%"
"13/09/2018","25,49","26,97","26,97","25,49","0,00%"
"12/09/2018","25,49","26,97","26,97","25,49","0,00%"
"11/09/2018","25,49","26,97","26,97","25,49","0,00%"
"10/09/2018","25,49","26,97","26,97","25,49","-1,92%"
"07/09/2018","25,99","26,97","26,97","25,99","0,04%"
"06/09/2018","25,98","26,97","26,97","25,98","0,00%"
"05/09/2018","25,98","26,97","26,97","25,98","0,00%"
"04/09/2018","25,98","26,97","26,97","25,98","0,00%"
"03/09/2018","25,98","26,97","26,97","25,98","0,00%"
"31/08/2018","25,98","26,97","26,97","25,98","-1,89%"
"30/08/2018","26,48","26,97","26,97","26,48","0,00%"
"29/08/2018","26,48","26,97","26,97","26,48","0,00%"
"28/08/2018","26,48","26,97","26,97","26,48","0,00%"
"27/08/2018","26,48","26,97","26,97","26,48","0,00%"
"24/08/2018","26,48","26,97","26,97","26,48","0,00%"
"23/08/2018","26,48","26,97","26,97","26,48","0,00%"
"22/08/2018","26,48","26,97","26,97","26,48","0,00%"
"21/08/2018","26,48","26,97","26,97","26,48","-1,82%"
"20/08/2018","26,97","26,97","26,97","26,97","0,00%"
"17/08/2018","26,97","26,97","26,97","26,97","0,00%"
"16/08/2018","26,97","26,97","26,97","26,97","0,00%"
"15/08/2018","26,97","26,97","26,97","26,97","0,00%"
"14/08/2018","26,97","26,97","26,97","26,97","0,00%"
"13/08/2018","26,97","26,97","26,97","26,97","0,00%"
"10/08/2018","26,97","25,98","26,97","25,98","3,81%"
"09/08/2018","25,98","25,98","25,98","25,98","0,00%"
"08/08/2018","25,98","25,98","25,98","25,98","0,00%"
"07/08/2018","25,98","25,98","25,98","25,98","0,00%"
"06/08/2018","25,98","25,98","25,98","25,98","0,00%"
"03/08/2018","25,98","25,98","25,98","25,98","1,92%"
"02/08/2018","25,49","25,98","25,98","25,49","-1,89%"
"01/08/2018","25,98","25,98","25,98","25,98","0,00%"
"31/07/2018","25,98","25,98","25,98","25,98","0,00%"
"30/07/2018","25,98","25,98","25,98","25,98","0,00%"
"27/07/2018","25,98","25,98","25,98","25,98","0,00%"
"26/07/2018","25,98","25,98","25,98","25,98","0,00%"
"25/07/2018","25,98","25,98","25,98","25,98","0,00%"
"24/07/2018","25,98","25,98","25,98","25,98","0,00%"
"23/07/2018","25,98","25,98","25,98","25,98","0,00%"
"20/07/2018","25,98","25,98","25,98","25,98","0,00%"
"19/07/2018","25,98","25,98","25,98","25,98","0,00%"
"18/07/2018","25,98","25,98","25,98","25,98","0,00%"
"17/07/2018","25,98","25,98","25,98","25,98","0,00%"
"16/07/2018","25,98","25,98","25,98","25,98","0,00%"
"13/07/2018","25,98","25,98","25,98","25,98","-0,95%"
"12/07/2018","26,23","25,98","26,23","25,98","0,00%"
"11/07/2018","26,23","25,98","26,23","25,98","0,00%"
"10/07/2018","26,23","27,96","27,96","26,23","-3,64%"
"09/07/2018","27,22","27,96","27,96","27,22","0,00%"
"06/07/2018","27,22","27,96","27,96","27,22","0,00%"
"05/07/2018","27,22","27,96","27,96","27,22","0,00%"
"04/07/2018","27,22","27,96","27,96","27,22","-1,77%"
"03/07/2018","27,71","22,03","27,71","22,03","0,00%"
"02/07/2018","27,71","27,96","27,96","27,71","0,00%"
"29/06/2018","27,71","27,96","27,96","27,71","0,00%"
"28/06/2018","27,71","27,96","27,96","27,71","0,00%"
"27/06/2018","27,71","27,96","27,96","27,71","0,00%"
"26/06/2018","27,71","27,96","27,96","27,71","2,74%"
"25/06/2018","26,97","26,48","26,97","26,48","2,82%"
"22/06/2018","26,23","26,48","26,48","26,23","0,00%"
"21/06/2018","26,23","26,48","26,48","26,23","0,00%"
"20/06/2018","26,23","26,48","26,48","26,23","0,00%"
"19/06/2018","26,23","26,97","26,97","26,23","-0,94%"
"18/06/2018","26,48","26,97","26,97","26,48","0,00%"
"15/06/2018","26,48","26,97","26,97","26,48","-1,82%"
"14/06/2018","26,97","26,97","26,97","26,97","0,00%"
"13/06/2018","26,97","27,95","27,95","26,97","-4,36%"
"12/06/2018","28,20","28,94","28,94","28,20","-1,71%"
"11/06/2018","28,69","25,00","28,69","25,00","7,37%"
"08/06/2018","26,72","25,00","26,72","25,00","6,92%"
"07/06/2018","24,99","23,02","24,99","23,02","0,00%"
"06/06/2018","24,99","23,02","24,99","23,02","4,08%"
"05/06/2018","24,01","23,02","24,01","23,02","-2,00%"
"04/06/2018","24,50","21,05","24,50","21,05","4,21%"
"01/06/2018","23,51","23,51","23,51","23,51","-9,51%"
"31/05/2018","25,98","25,98","25,98","25,98","-3,67%"
"30/05/2018","26,97","26,97","26,97","26,97","0,00%"
"29/05/2018","26,97","21,05","26,97","21,05","32,86%"
"28/05/2018","20,30","21,05","21,05","20,30","-0,05%"
"25/05/2018","20,31","22,03","22,03","20,31","-2,36%"
"24/05/2018","20,80","20,06","20,80","20,06","5,00%"
"23/05/2018","19,81","20,06","20,06","19,81","0,00%"
"22/05/2018","19,81","21,05","21,05","19,81","-2,41%"
"21/05/2018","20,30","20,06","20,30","20,06","6,45%"
"18/05/2018","19,07","20,06","20,06","19,07","5,48%"
"17/05/2018","18,08","17,59","18,08","17,59","1,40%"
"16/05/2018","17,83","17,59","17,83","17,59","2,89%"
"15/05/2018","17,33","17,58","17,58","17,33","-0,06%"
"14/05/2018","17,34","17,59","17,59","17,34","0,00%"
"11/05/2018","17,34","17,59","17,59","17,34","0,00%"
"10/05/2018","17,34","17,59","17,59","17,34","0,00%"
"09/05/2018","17,34","17,59","17,59","17,34","-0,06%"
"08/05/2018","17,35","16,61","17,35","16,61","2,97%"
"07/05/2018","16,85","16,61","16,85","16,61","0,00%"
"04/05/2018","16,85","16,61","16,85","16,61","0,00%"
"03/05/2018","16,85","16,35","16,85","16,35","0,00%"
"02/05/2018","16,85","16,61","16,85","16,61","0,00%"
"01/05/2018","16,85","16,60","16,85","16,60","0,00%"
"30/04/2018","16,85","16,60","16,85","16,60","0,00%"
"27/04/2018","16,85","16,61","16,85","16,61","0,00%"
"26/04/2018","16,85","16,61","16,85","16,61","0,00%"
"25/04/2018","16,85","16,61","16,85","16,61","0,00%"
"24/04/2018","16,85","16,61","16,85","16,61","0,00%"
"23/04/2018","16,85","16,61","16,85","16,61","0,00%"
"20/04/2018","16,85","16,61","16,85","16,61","0,00%"
"19/04/2018","16,85","16,61","16,85","16,61","0,00%"
"18/04/2018","16,85","16,61","16,85","16,61","0,00%"
"17/04/2018","16,85","16,61","16,85","16,61","0,00%"
"16/04/2018","16,85","16,61","16,85","16,61","-1,46%"
"13/04/2018","17,10","16,61","17,10","16,61","0,00%"
"12/04/2018","17,10","16,61","17,10","16,61","0,00%"
"11/04/2018","17,10","16,61","17,10","16,61","0,00%"
"10/04/2018","17,10","16,60","17,10","16,60","0,00%"
"09/04/2018","17,10","16,61","17,10","16,61","0,00%"
"06/04/2018","17,10","16,61","17,10","16,61","0,00%"
"05/04/2018","17,10","16,60","17,10","16,60","0,00%"
"04/04/2018","17,10","16,61","17,10","16,61","0,06%"
"03/04/2018","17,09","16,60","17,09","16,60","0,00%"
"02/04/2018","17,09","16,60","17,09","16,60","0,00%"
"30/03/2018","17,09","17,09","17,09","17,09","-0,06%"
"29/03/2018","17,10","16,61","17,10","16,61","0,06%"
"28/03/2018","17,09","16,61","17,09","16,61","-0,06%"
"27/03/2018","17,10","16,61","17,10","16,61","0,00%"
"26/03/2018","17,10","16,61","17,10","16,61","0,00%"
"23/03/2018","17,10","16,10","17,10","16,10","0,00%"
"22/03/2018","17,10","16,10","17,10","16,10","0,00%"
"21/03/2018","17,10","16,10","17,10","16,10","1,48%"
"20/03/2018","16,85","16,10","16,85","16,10","3,06%"
"19/03/2018","16,35","16,10","16,35","16,10","-1,45%"
"16/03/2018","16,59","16,10","16,59","16,10","-0,06%"
"15/03/2018","16,60","16,10","16,60","16,10","0,00%"
"14/03/2018","16,60","16,10","16,60","16,10","0,00%"
"13/03/2018","16,60","16,10","16,60","16,10","0,06%"
"12/03/2018","16,59","16,10","16,59","16,10","0,00%"
"09/03/2018","16,59","16,10","16,59","16,10","0,00%"
"08/03/2018","16,59","16,10","16,59","16,10","-1,48%"
"07/03/2018","16,84","16,10","16,84","16,10","0,00%"
"06/03/2018","16,84","16,10","16,84","16,10","0,00%"
"05/03/2018","16,84","16,10","16,84","16,10","0,06%"
"02/03/2018","16,83","16,10","16,83","16,10","-0,06%"
"01/03/2018","16,84","16,10","16,84","16,10","0,00%"
"28/02/2018","16,84","16,10","16,84","16,10","1,57%"
"27/02/2018","16,58","16,10","16,58","16,10","-0,06%"
"26/02/2018","16,59","16,10","16,59","16,10","-0,06%"
"23/02/2018","16,60","16,10","16,60","16,10","1,53%"
"22/02/2018","16,35","16,10","16,35","16,10","1,55%"
"21/02/2018","16,10","16,10","16,10","16,10","0,00%"
"20/02/2018","16,10","16,09","16,10","16,09","0,00%"
"19/02/2018","16,10","16,10","16,10","16,10","0,00%"
"16/02/2018","16,10","16,10","16,10","16,10","0,00%"
"15/02/2018","16,10","16,10","16,10","16,10","0,06%"
"14/02/2018","16,09","16,10","16,10","16,09","-0,06%"
"13/02/2018","16,10","16,10","16,10","16,10","0,06%"
"12/02/2018","16,09","16,09","16,09","16,09","0,00%"
"09/02/2018","16,09","16,10","16,10","16,09","0,00%"
"08/02/2018","16,09","16,10","16,10","16,09","0,00%"
"07/02/2018","16,09","16,09","16,09","16,09","-2,90%"
"06/02/2018","16,57","16,11","16,57","16,11","1,47%"
"05/02/2018","16,33","16,09","16,33","16,09","1,55%"
"02/02/2018","16,08","16,09","16,09","16,08","0,00%"
"01/02/2018","16,08","16,08","16,08","16,08","0,00%"
"31/01/2018","16,08","17,08","17,08","16,08","-5,80%"
"30/01/2018","17,07","17,07","17,07","17,07","0,00%"
"29/01/2018","17,07","17,07","17,07","17,07","0,06%"
"26/01/2018","17,06","17,06","17,06","17,06","-2,85%"
"25/01/2018","17,56","17,56","17,56","17,56","5,97%"
"24/01/2018","16,57","16,57","16,57","16,57","1,53%"
"23/01/2018","16,32","16,57","16,57","16,32","-2,97%"
